,osm_obj_type,id,latitude,longitude,unit,street_no,street_name,osm_tag,full_address,request_address
149237,way,479919675,45.3653874,-75.7078364,,1466,Claymor Avenue,house,"1466 Claymor avenue, Ottawa, ON","1466 Claymor avenue, Ottawa, ON"
243791,way,583258109,45.3529444,-75.6402725,,2847,Mésanges Drive,house,"2847 Mésanges drive, Ottawa, ON","2847 Mésanges drive, Ottawa, ON"
271656,way,615565347,45.4424537,-75.5311612,,6080,Pineglade Crescent,house,"6080 Pineglade crescent, Ottawa, ON","6080 Pineglade crescent, Ottawa, ON"
242846,way,582941507,45.3727833,-75.6188715,,1001,Karsh Drive,house,"1001 Karsh drive, Ottawa, ON","1001 Karsh drive, Ottawa, ON"
204854,way,548047105,45.3857094,-75.7544848,,557,Cole Avenue,house,"557 Cole avenue, Ottawa, ON","557 Cole avenue, Ottawa, ON"
5632,way,255372065,45.4334736,-75.673876,,644,Rideau Street,house,"644 Rideau street, Ottawa, ON","644 Rideau street, Ottawa, ON"
253080,way,589529621,45.3743275,-75.7091246,,128 A,Baseline Road,house,"128 A Baseline road, Ottawa, ON","128 A Baseline road, Ottawa, ON"
172044,way,483446963,45.4205066,-75.6101793,,1472,Foxwell Street,house,"1472 Foxwell street, Ottawa, ON","1472 Foxwell street, Ottawa, ON"
63865,way,471676938,45.3335126,-75.7445859,,5,Kidgrove Garden,house,"5 Kidgrove garden, Ottawa, ON","5 Kidgrove garden, Ottawa, ON"
203639,way,547781290,45.4761438,-75.542309,,1087,St-Emmanuel Terrace,house,"1087 St-emmanuel terrace, Ottawa, ON","1087 St-emmanuel terrace, Ottawa, ON"
114143,way,473209414,45.3497443,-75.7235432,,32,Assiniboine Drive,house,"32 Assiniboine drive, Ottawa, ON","32 Assiniboine drive, Ottawa, ON"
257187,way,600851762,45.3659451,-75.7951781,,2700,Howe Street,house,"2700 Howe street, Ottawa, ON","2700 Howe street, Ottawa, ON"
230306,way,574575871,45.2839578,-75.9200269,,406,Warmstone Drive,house,"406 Warmstone drive, Ottawa, ON","406 Warmstone drive, Ottawa, ON"
191905,way,541589568,45.2620101,-75.7616098,,269,Broxburn Crescent,house,"269 Broxburn crescent, Ottawa, ON","269 Broxburn crescent, Ottawa, ON"
7417,way,288631114,45.409275,-75.6595208,,239,Dale Avenue,house,"239 Dale avenue, Ottawa, ON","239 Dale avenue, Ottawa, ON"
127148,way,474459160,45.4038539,-75.6910404,,239,First Avenue,house,"239 First avenue, Ottawa, ON","239 First avenue, Ottawa, ON"
235194,way,578287170,45.3478715,-75.7164492,,1 E,Europa Private,house,"1 E Europa private, Ottawa, ON","1 E Europa private, Ottawa, ON"
191419,way,537564505,45.2747028,-75.929271,,283,Horseshoe Crescent,house,"283 Horseshoe crescent, Ottawa, ON","283 Horseshoe crescent, Ottawa, ON"
249590,way,585489165,45.4259859,-75.6332713,,1468,Murdock Gate,house,"1468 Murdock gate, Ottawa, ON","1468 Murdock gate, Ottawa, ON"
110265,way,473152481,45.3172644,-75.8308703,,19,Tarquin Crescent,house,"19 Tarquin crescent, Ottawa, ON","19 Tarquin crescent, Ottawa, ON"
221817,way,567216461,45.2798261,-75.7460989,,129,Highbury Park Drive,house,"129 Highbury park drive, Ottawa, ON","129 Highbury park drive, Ottawa, ON"
289410,way,658314264,45.3492068,-75.6633883,,22,Killdeer Bay,house,"22 Killdeer bay, Ottawa, ON","22 Killdeer bay, Ottawa, ON"
141313,way,479048263,45.4245164,-75.6549716,,201,Prince Albert Street,house,"201 Prince albert street, Ottawa, ON","201 Prince albert street, Ottawa, ON"
157419,way,482449992,45.3690509,-75.6146168,,1480,Blohm Drive,house,"1480 Blohm drive, Ottawa, ON","1480 Blohm drive, Ottawa, ON"
295026,way,736908484,45.282652,-75.9211924,,813,Indica Street,house,"813 Indica street, Ottawa, ON","813 Indica street, Ottawa, ON"
235042,way,578256292,45.4086947,-75.6890359,,158,Pretoria Avenue,house,"158 Pretoria avenue, Ottawa, ON","158 Pretoria avenue, Ottawa, ON"
189767,way,507861311,45.3702245,-75.7354238,,124,Bloomingdale Street,house,"124 Bloomingdale street, Ottawa, ON","124 Bloomingdale street, Ottawa, ON"
5141,way,247896273,45.3957959,-75.7415973,,402,Island Park Drive,house,"402 Island park drive, Ottawa, ON","402 Island park drive, Ottawa, ON"
235272,way,578579865,45.4385765,-75.6381361,,735,Cummings Avenue,house,"735 Cummings avenue, Ottawa, ON","735 Cummings avenue, Ottawa, ON"
25340,way,469953391,45.1649554,-75.9416905,,35,Owlshead Road,house,"35 Owlshead road, Ottawa, ON","35 Owlshead road, Ottawa, ON"
44713,way,470869950,45.2872485,-75.7558726,,80,Fieldgate Drive,house,"80 Fieldgate drive, Ottawa, ON","80 Fieldgate drive, Ottawa, ON"
6228,way,259355226,45.3911736,-75.7324039,,172,Ruskin Street,house,"172 Ruskin street, Ottawa, ON","172 Ruskin street, Ottawa, ON"
164179,way,482931620,45.2777458,-75.8491523,,121,Grassy Plains Drive,house,"121 Grassy plains drive, Ottawa, ON","121 Grassy plains drive, Ottawa, ON"
280244,way,619024771,45.4450232,-75.6803049,,49,Belvedere Crescent,house,"49 Belvedere crescent, Ottawa, ON","49 Belvedere crescent, Ottawa, ON"
175098,way,483712533,45.438517,-75.6381039,,737,Cummings Avenue,house,"737 Cummings avenue, Ottawa, ON","737 Cummings avenue, Ottawa, ON"
240007,way,581743120,45.4783488,-75.5055997,,327,Kennedy Lane East,house,"327 Kennedy lane east, Ottawa, ON","327 Kennedy lane east, Ottawa, ON"
127070,way,474458914,45.399089,-75.6933268,,270,Fifth Avenue,house,"270 Fifth avenue, Ottawa, ON","270 Fifth avenue, Ottawa, ON"
249408,way,585239418,45.4304548,-75.6357224,,4868,Hendon Way,house,"4868 Hendon way, Ottawa, ON","4868 Hendon way, Ottawa, ON"
10440,way,358356625,45.4810345,-75.5228079,,1088,Ormes Place,house,"1088 Ormes place, Ottawa, ON","1088 Ormes place, Ottawa, ON"
109104,way,473084584,45.3462436,-75.6748443,,3460,Paul Anka Drive,house,"3460 Paul anka drive, Ottawa, ON","3460 Paul anka drive, Ottawa, ON"
207985,way,554740774,45.354091,-76.1952434,,3375,Farmview Road,house,"3375 Farmview road, Ottawa, ON","3375 Farmview road, Ottawa, ON"
233718,way,577850731,45.3590789,-75.6411657,,59,Cutts Private,house,"59 Cutts private, Ottawa, ON","59 Cutts private, Ottawa, ON"
191528,way,538584375,45.3618267,-75.64692,,30,Greenboro Crescent,house,"30 Greenboro crescent, Ottawa, ON","30 Greenboro crescent, Ottawa, ON"
248769,way,585002644,45.4140994,-75.6739816,,150,Lees Avenue,house,"150 Lees avenue, Ottawa, ON","150 Lees avenue, Ottawa, ON"
221233,way,566793036,45.4327417,-75.5558715,,2027,Falkirk Crescent,house,"2027 Falkirk crescent, Ottawa, ON","2027 Falkirk crescent, Ottawa, ON"
116852,way,473332375,45.3466862,-75.798303,,1116,Alenmede Crescent,house,"1116 Alenmede crescent, Ottawa, ON","1116 Alenmede crescent, Ottawa, ON"
206388,way,549191685,45.4078216,-75.7294191,,39,Lyndale Avenue,house,"39 Lyndale avenue, Ottawa, ON","39 Lyndale avenue, Ottawa, ON"
221820,way,567216464,45.2795645,-75.7465973,,117,Highbury Park Drive,house,"117 Highbury park drive, Ottawa, ON","117 Highbury park drive, Ottawa, ON"
217570,way,563080444,45.3044132,-75.9358636,,217,Halyard Way,house,"217 Halyard way, Ottawa, ON","217 Halyard way, Ottawa, ON"
271079,way,615295575,45.3756351,-75.6759664,,2465,Clover Street,house,"2465 Clover street, Ottawa, ON","2465 Clover street, Ottawa, ON"
41288,way,470679087,45.4575287,-75.457898,,1449,Comfrey Crescent,house,"1449 Comfrey crescent, Ottawa, ON","1449 Comfrey crescent, Ottawa, ON"
143366,way,479515327,45.3788478,-75.7254277,,1195,Summerville Avenue,house,"1195 Summerville avenue, Ottawa, ON","1195 Summerville avenue, Ottawa, ON"
153324,way,481367153,45.4185375,-75.6840184,,34,Gilmour Street,house,"34 Gilmour street, Ottawa, ON","34 Gilmour street, Ottawa, ON"
5246,way,249272571,45.3949307,-75.6810983,,234,Sunnyside Avenue,house,"234 Sunnyside avenue, Ottawa, ON","234 Sunnyside avenue, Ottawa, ON"
115157,way,473220703,45.4400295,-75.6022758,,1844,Cloverlawn Crescent,house,"1844 Cloverlawn crescent, Ottawa, ON","1844 Cloverlawn crescent, Ottawa, ON"
41075,way,470678660,45.4567913,-75.4635895,,859,Martello Drive,house,"859 Martello drive, Ottawa, ON","859 Martello drive, Ottawa, ON"
271095,way,615374216,45.4404733,-75.6391708,,679,Cummings Avenue,house,"679 Cummings avenue, Ottawa, ON","679 Cummings avenue, Ottawa, ON"
230024,way,574235738,45.3729052,-75.7562908,,884,Maitland Avenue,house,"884 Maitland avenue, Ottawa, ON","884 Maitland avenue, Ottawa, ON"
227858,way,572437650,45.3639073,-75.7103453,,654,Trelawny Private,house,"654 Trelawny private, Ottawa, ON","654 Trelawny private, Ottawa, ON"
245565,way,583548985,45.3500134,-75.6494372,,2787,Pimlico Crescent,house,"2787 Pimlico crescent, Ottawa, ON","2787 Pimlico crescent, Ottawa, ON"
116755,way,473332272,45.3489701,-75.803881,,16,Kevin Avenue,house,"16 Kevin avenue, Ottawa, ON","16 Kevin avenue, Ottawa, ON"
162946,way,482919799,45.3628952,-75.6841492,,2829,Springland Drive,house,"2829 Springland drive, Ottawa, ON","2829 Springland drive, Ottawa, ON"
146107,way,479757158,45.4339408,-75.6476504,,457,Guy Street,house,"457 Guy street, Ottawa, ON","457 Guy street, Ottawa, ON"
31886,way,470206087,45.1663729,-75.9373159,,61,Butterfield Road,house,"61 Butterfield road, Ottawa, ON","61 Butterfield road, Ottawa, ON"
229627,way,573782322,45.4604106,-75.596168,,673,Eastvale Court,house,"673 Eastvale court, Ottawa, ON","673 Eastvale court, Ottawa, ON"
196316,way,546734837,45.3355611,-75.7346003,,86,Woodfield Drive,house,"86 Woodfield drive, Ottawa, ON","86 Woodfield drive, Ottawa, ON"
25271,way,469953264,45.1657972,-75.9435126,,15,Coolbrook Crescent,house,"15 Coolbrook crescent, Ottawa, ON","15 Coolbrook crescent, Ottawa, ON"
241876,way,582409277,45.3819752,-75.6355983,,1863,Walkley Road,house,"1863 Walkley road, Ottawa, ON","1863 Walkley road, Ottawa, ON"
171373,way,483310712,45.4447516,-75.6016139,,901 A,Elmsmere Road,house,"901 A Elmsmere road, Ottawa, ON","901 A Elmsmere road, Ottawa, ON"
24519,way,469941509,45.3457855,-75.9920182,,1391,Terrace Ridge Drive,house,"1391 Terrace ridge drive, Ottawa, ON","1391 Terrace ridge drive, Ottawa, ON"
37182,way,470442324,45.2738022,-75.7615794,,26,Aldgate Crescent,house,"26 Aldgate crescent, Ottawa, ON","26 Aldgate crescent, Ottawa, ON"
100665,way,472631243,45.2805254,-75.8570615,,136,Granite Court,house,"136 Granite court, Ottawa, ON","136 Granite court, Ottawa, ON"
74549,way,472168481,45.3339748,-75.7374514,,130,Woodfield Drive,house,"130 Woodfield drive, Ottawa, ON","130 Woodfield drive, Ottawa, ON"
248083,way,584500178,45.4098243,-75.6858408,,489,Metcalfe Street,house,"489 Metcalfe street, Ottawa, ON","489 Metcalfe street, Ottawa, ON"
216534,way,562101148,45.4010363,-75.7151846,,86,Young Street,house,"86 Young street, Ottawa, ON","86 Young street, Ottawa, ON"
205688,way,548801975,45.3467755,-75.6376986,,2835,Gothwood Place,house,"2835 Gothwood place, Ottawa, ON","2835 Gothwood place, Ottawa, ON"
225132,way,569136351,45.375898,-75.6511394,,1475,Walkley Road,house,"1475 Walkley road, Ottawa, ON","1475 Walkley road, Ottawa, ON"
9267,way,319402008,45.4089984,-75.6586746,,257,Dale Avenue,house,"257 Dale avenue, Ottawa, ON","257 Dale avenue, Ottawa, ON"
10072,way,350624068,45.247791,-75.5904651,,6382,Blossom Trail Drive,house,"6382 Blossom trail drive, Ottawa, ON","6382 Blossom trail drive, Ottawa, ON"
119361,way,474000719,45.3564234,-75.750556,,1700,Baseline Road,house,"1700 Baseline road, Ottawa, ON","1700 Baseline road, Ottawa, ON"
114148,way,473209426,45.3467508,-75.7261144,,20,McMurdo Court,house,"20 Mcmurdo court, Ottawa, ON","20 Mcmurdo court, Ottawa, ON"
249469,way,585293529,45.4334526,-75.6363788,,913,Borthwick Avenue,house,"913 Borthwick avenue, Ottawa, ON","913 Borthwick avenue, Ottawa, ON"
13363,way,388177508,45.4324085,-75.6867191,,286,Murray Street,house,"286 Murray street, Ottawa, ON","286 Murray street, Ottawa, ON"
217676,way,563080647,45.3034706,-75.9374321,,71,Fallengale Crescent,house,"71 Fallengale crescent, Ottawa, ON","71 Fallengale crescent, Ottawa, ON"
248011,way,584484688,45.4049426,-75.6862145,,73 B,Second Avenue,house,"73 B Second avenue, Ottawa, ON","73 B Second avenue, Ottawa, ON"
99336,way,472423244,45.280111,-75.6882994,,4256,Owl Valley Drive,house,"4256 Owl valley drive, Ottawa, ON","4256 Owl valley drive, Ottawa, ON"
8472,way,310371045,45.4046956,-75.7073804,,427,Arlington Avenue,house,"427 Arlington avenue, Ottawa, ON","427 Arlington avenue, Ottawa, ON"
172020,way,483446912,45.4194524,-75.6102451,,1336,Foxwell Street,house,"1336 Foxwell street, Ottawa, ON","1336 Foxwell street, Ottawa, ON"
166973,way,483089963,45.3473739,-75.6449417,,2770,Hambledon Court,house,"2770 Hambledon court, Ottawa, ON","2770 Hambledon court, Ottawa, ON"
146821,way,479764115,45.4333358,-75.6194479,,1427,Leigh Crescent,house,"1427 Leigh crescent, Ottawa, ON","1427 Leigh crescent, Ottawa, ON"
202293,way,547544617,45.402406,-75.6286604,,1867,Russell Road,house,"1867 Russell road, Ottawa, ON","1867 Russell road, Ottawa, ON"
239950,way,581743059,45.4761321,-75.5026221,,1398,Coulter Place,house,"1398 Coulter place, Ottawa, ON","1398 Coulter place, Ottawa, ON"
242478,way,582688646,45.3750834,-75.7382014,,1476,Lepage Avenue,house,"1476 Lepage avenue, Ottawa, ON","1476 Lepage avenue, Ottawa, ON"
19341,way,459913465,45.4569133,-75.6182622,,11,Veery Lane,house,"11 Veery lane, Ottawa, ON","11 Veery lane, Ottawa, ON"
141852,way,479197121,45.2746097,-75.7595146,,6,Vanessa Terrace,house,"6 Vanessa terrace, Ottawa, ON","6 Vanessa terrace, Ottawa, ON"
266794,way,614356607,45.2939749,-75.884756,,1,Melanie Crescent,house,"1 Melanie crescent, Ottawa, ON","1 Melanie crescent, Ottawa, ON"
10490,way,358360594,45.4830708,-75.5259354,,1107,Château Crescent,house,"1107 Château crescent, Ottawa, ON","1107 Château crescent, Ottawa, ON"
266797,way,614356610,45.2943514,-75.8857259,,17,Melanie Crescent,house,"17 Melanie crescent, Ottawa, ON","17 Melanie crescent, Ottawa, ON"
46443,way,471117093,45.4596701,-75.4690713,,2217,Clermont Crescent,house,"2217 Clermont crescent, Ottawa, ON","2217 Clermont crescent, Ottawa, ON"
198803,way,547157355,45.3639611,-75.745291,,1259,Maitland Avenue,house,"1259 Maitland avenue, Ottawa, ON","1259 Maitland avenue, Ottawa, ON"
162689,way,482837074,45.3462507,-75.637836,,2828,Gothwood Place,house,"2828 Gothwood place, Ottawa, ON","2828 Gothwood place, Ottawa, ON"
183319,way,484530016,45.4560523,-75.5143567,,6669,Leblond Street,house,"6669 Leblond street, Ottawa, ON","6669 Leblond street, Ottawa, ON"
14732,way,420875757,45.2759795,-75.7564172,,126,Sherway Drive,house,"126 Sherway drive, Ottawa, ON","126 Sherway drive, Ottawa, ON"
129887,way,474719965,45.3572957,-75.774356,,2065,Kingsley Road,house,"2065 Kingsley road, Ottawa, ON","2065 Kingsley road, Ottawa, ON"
224268,way,568602468,45.3653387,-75.6307898,,41,Siren Private,house,"41 Siren private, Ottawa, ON","41 Siren private, Ottawa, ON"
239376,way,581041640,45.4567325,-75.5921813,,2178,Bickerton Avenue,house,"2178 Bickerton avenue, Ottawa, ON","2178 Bickerton avenue, Ottawa, ON"
247651,way,584220551,45.4468058,-75.5919798,,986,Miss Ottawa Street,house,"986 Miss ottawa street, Ottawa, ON","986 Miss ottawa street, Ottawa, ON"
25401,way,469953452,45.1596343,-75.9384426,,7,Middlewood Court,house,"7 Middlewood court, Ottawa, ON","7 Middlewood court, Ottawa, ON"
172073,way,483447004,45.4188639,-75.6090941,,1780,Dondale Street,house,"1780 Dondale street, Ottawa, ON","1780 Dondale street, Ottawa, ON"
149445,way,479919921,45.3642549,-75.7086989,,306,Kintyre Private,house,"306 Kintyre private, Ottawa, ON","306 Kintyre private, Ottawa, ON"
221271,way,566793098,45.4324384,-75.5557741,,2004,Falkirk Crescent,house,"2004 Falkirk crescent, Ottawa, ON","2004 Falkirk crescent, Ottawa, ON"
184546,way,484564187,45.4769492,-75.5413453,,1136,St-Emmanuel Terrace,house,"1136 St-emmanuel terrace, Ottawa, ON","1136 St-emmanuel terrace, Ottawa, ON"
7577,way,295419956,45.4097392,-75.6874464,,101,Pretoria Avenue,house,"101 Pretoria avenue, Ottawa, ON","101 Pretoria avenue, Ottawa, ON"
243125,way,583066684,45.3595653,-75.6468549,,3320,Albion Road South,house,"3320 Albion road south, Ottawa, ON","3320 Albion road south, Ottawa, ON"
84604,way,472253612,45.3294984,-75.7747354,,27,Winlock Crescent,house,"27 Winlock crescent, Ottawa, ON","27 Winlock crescent, Ottawa, ON"
160561,way,482662406,45.3420711,-75.6709726,,306,Wisteria Crescent,house,"306 Wisteria crescent, Ottawa, ON","306 Wisteria crescent, Ottawa, ON"
167977,way,483111225,45.4001757,-75.6394022,,677,Smyth Road,house,"677 Smyth road, Ottawa, ON","677 Smyth road, Ottawa, ON"
243593,way,583085127,45.4404788,-75.6008505,,1779,Cloverlawn Crescent,house,"1779 Cloverlawn crescent, Ottawa, ON","1779 Cloverlawn crescent, Ottawa, ON"
227379,way,570994167,45.4833941,-75.476796,,996,Cookshire Crescent,house,"996 Cookshire crescent, Ottawa, ON","996 Cookshire crescent, Ottawa, ON"
19347,way,459920235,45.4565018,-75.6196656,,32,Burrows Road,house,"32 Burrows road, Ottawa, ON","32 Burrows road, Ottawa, ON"
9370,way,319651976,45.4061523,-75.6469134,,513,Braydon Avenue,house,"513 Braydon avenue, Ottawa, ON","513 Braydon avenue, Ottawa, ON"
15117,way,431100752,45.4809589,-75.500655,,1363,Turner Crescent,house,"1363 Turner crescent, Ottawa, ON","1363 Turner crescent, Ottawa, ON"
229614,way,573782286,45.4601225,-75.5956844,,703,Eastvale Court,house,"703 Eastvale court, Ottawa, ON","703 Eastvale court, Ottawa, ON"
205964,way,549075480,45.3961241,-75.727934,,332,Hamilton Avenue South,house,"332 Hamilton avenue south, Ottawa, ON","332 Hamilton avenue south, Ottawa, ON"
100759,way,472631390,45.2797176,-75.8519341,,66,Milner Downs Crescent,house,"66 Milner downs crescent, Ottawa, ON","66 Milner downs crescent, Ottawa, ON"
243039,way,583050463,45.3643881,-75.6437392,,160,Alliance Private,house,"160 Alliance private, Ottawa, ON","160 Alliance private, Ottawa, ON"
242267,way,582422688,45.3761122,-75.672506,,2460,Falcon Avenue,house,"2460 Falcon avenue, Ottawa, ON","2460 Falcon avenue, Ottawa, ON"
84522,way,472253519,45.3291695,-75.7751765,,61,Elvaston Avenue,house,"61 Elvaston avenue, Ottawa, ON","61 Elvaston avenue, Ottawa, ON"
250287,way,585983778,45.3675908,-75.7430276,,1143,Clyde Avenue,house,"1143 Clyde avenue, Ottawa, ON","1143 Clyde avenue, Ottawa, ON"
87772,way,472297179,45.3073863,-75.9046561,,71,McGibbon Drive,house,"71 Mcgibbon drive, Ottawa, ON","71 Mcgibbon drive, Ottawa, ON"
149534,way,479921960,45.378644,-75.7753187,,89,Woodroffe Avenue,house,"89 Woodroffe avenue, Ottawa, ON","89 Woodroffe avenue, Ottawa, ON"
17660,way,447222351,45.3338624,-75.670037,,29,McGill Private,house,"29 Mcgill private, Ottawa, ON","29 Mcgill private, Ottawa, ON"
227898,way,572437749,45.3651915,-75.7097394,,414,Kintyre Private,house,"414 Kintyre private, Ottawa, ON","414 Kintyre private, Ottawa, ON"
206023,way,549075541,45.3920324,-75.7336806,,36,Geneva Street,house,"36 Geneva street, Ottawa, ON","36 Geneva street, Ottawa, ON"
217679,way,563080650,45.3033086,-75.9377167,,63,Fallengale Crescent,house,"63 Fallengale crescent, Ottawa, ON","63 Fallengale crescent, Ottawa, ON"
239916,way,581735352,45.4769913,-75.5407862,,1135,St-Emmanuel Terrace,house,"1135 St-emmanuel terrace, Ottawa, ON","1135 St-emmanuel terrace, Ottawa, ON"
141000,way,479047836,45.4224947,-75.6577098,6,208,Presland Road,house,"6-208 Presland road, Ottawa, ON","208 Presland road, Ottawa, ON"
242725,way,582729690,45.3722153,-75.6028813,,72,Meaghan Private,house,"72 Meaghan private, Ottawa, ON","72 Meaghan private, Ottawa, ON"
242150,way,582422571,45.3783423,-75.6737997,,1089,Heron Road,house,"1089 Heron road, Ottawa, ON","1089 Heron road, Ottawa, ON"
82570,way,472241001,45.47915,-75.4829694,,1641,Marinoff Way,house,"1641 Marinoff way, Ottawa, ON","1641 Marinoff way, Ottawa, ON"
238486,way,580529568,45.367935,-75.6422282,,220,Macoun Circle,house,"220 Macoun circle, Ottawa, ON","220 Macoun circle, Ottawa, ON"
22178,way,469765498,45.1452399,-75.6085823,,5535,Osgoode Main Street,house,"5535 Osgoode main street, Ottawa, ON","5535 Osgoode main street, Ottawa, ON"
238507,way,580529635,45.3668752,-75.6422414,,262,Macoun Circle,house,"262 Macoun circle, Ottawa, ON","262 Macoun circle, Ottawa, ON"
45579,way,470870923,45.2878122,-75.7416003,,1,Boulder Way,house,"1 Boulder way, Ottawa, ON","1 Boulder way, Ottawa, ON"
171837,way,483442556,45.4263442,-75.6116553,,1326,Cedarcroft Crescent,house,"1326 Cedarcroft crescent, Ottawa, ON","1326 Cedarcroft crescent, Ottawa, ON"
167840,way,483110993,45.4005214,-75.639356,,682,Hastings Avenue,house,"682 Hastings avenue, Ottawa, ON","682 Hastings avenue, Ottawa, ON"
288120,way,633753029,45.4451603,-75.6808725,,29,Belvedere Crescent,house,"29 Belvedere crescent, Ottawa, ON","29 Belvedere crescent, Ottawa, ON"
224151,way,568589704,45.379784,-75.726629,,1202,Emperor Avenue,house,"1202 Emperor avenue, Ottawa, ON","1202 Emperor avenue, Ottawa, ON"
264510,way,613971221,45.2762193,-75.6979022,,322,Riversedge Crescent,house,"322 Riversedge crescent, Ottawa, ON","322 Riversedge crescent, Ottawa, ON"
191451,way,537564549,45.2699254,-75.925617,,49,Amberlakes Drive,house,"49 Amberlakes drive, Ottawa, ON","49 Amberlakes drive, Ottawa, ON"
141374,way,479048345,45.4260524,-75.6560905,,252,Glynn Avenue,house,"252 Glynn avenue, Ottawa, ON","252 Glynn avenue, Ottawa, ON"
7112,way,282355767,45.4645733,-75.5045795,,1625,Marcoux Drive,house,"1625 Marcoux drive, Ottawa, ON","1625 Marcoux drive, Ottawa, ON"
81097,way,472233804,45.3338494,-75.764117,,107,Chartwell Avenue,house,"107 Chartwell avenue, Ottawa, ON","107 Chartwell avenue, Ottawa, ON"
114493,way,473210190,45.3475292,-75.7202716,,20,Saginaw Crescent,house,"20 Saginaw crescent, Ottawa, ON","20 Saginaw crescent, Ottawa, ON"
114453,way,473210107,45.3479325,-75.7244626,,27,Redpine Drive,house,"27 Redpine drive, Ottawa, ON","27 Redpine drive, Ottawa, ON"
104901,way,472843532,45.2729679,-75.689188,,4187,Green Gables Lane,house,"4187 Green gables lane, Ottawa, ON","4187 Green gables lane, Ottawa, ON"
