,osm_obj_type,id,latitude,longitude,unit,street_no,street_name,osm_tag,full_address,request_address
4646,way,238897901,45.355222,-75.7550985,,1805,Baseline Road,apartments,"1805 Baseline road, Ottawa, ON","1805 Baseline road, Ottawa, ON"
9842,way,329497276,45.3547642,-75.7531425,,4,Deerfield Drive,apartments,"4 Deerfield drive, Ottawa, ON","4 Deerfield drive, Ottawa, ON"
145654,way,479756478,45.43317,-75.6504355,,374,Belisle Street,apartments,"374 Belisle street, Ottawa, ON","374 Belisle street, Ottawa, ON"
297831,way,773052817,45.2650308,-75.9265805,,10,Wildpine Court,apartments,"10 Wildpine court, Ottawa, ON","10 Wildpine court, Ottawa, ON"
80626,way,472233003,45.3270434,-75.909399,,7,Coady Way,apartments,"7 Coady way, Ottawa, ON","7 Coady way, Ottawa, ON"
237482,way,579951368,45.3175165,-75.5925576,,365,Wood Acres Grove,apartments,"365 Wood acres grove, Ottawa, ON","365 Wood acres grove, Ottawa, ON"
8477,way,310447036,45.3995908,-75.7289967,,430,Parkdale Avenue,apartments,"430 Parkdale avenue, Ottawa, ON","430 Parkdale avenue, Ottawa, ON"
247307,way,584078133,45.4324419,-75.690944,,200,Guigues Avenue,apartments,"200 Guigues avenue, Ottawa, ON","200 Guigues avenue, Ottawa, ON"
8026,way,307251314,45.4229362,-75.6541299,,276,Presland Road,apartments,"276 Presland road, Ottawa, ON","276 Presland road, Ottawa, ON"
287804,way,633050360,45.4085694,-75.733481,,121,Parkdale Avenue,apartments,"121 Parkdale avenue, Ottawa, ON","121 Parkdale avenue, Ottawa, ON"
5545,way,255230686,45.4280138,-75.6755827,,404,Laurier Avenue East,apartments,"404 Laurier avenue east, Ottawa, ON","404 Laurier avenue east, Ottawa, ON"
64901,way,471807106,45.4536868,-75.4849271,,215,Bluestone Private,apartments,"215 Bluestone private, Ottawa, ON","215 Bluestone private, Ottawa, ON"
88027,way,472299712,45.3160446,-75.9167064,,61,Robson Court,apartments,"61 Robson court, Ottawa, ON","61 Robson court, Ottawa, ON"
4599,way,238089060,45.3797012,-75.7400413,,1468,Coldrey Avenue,apartments,"1468 Coldrey avenue, Ottawa, ON","1468 Coldrey avenue, Ottawa, ON"
253436,way,590824997,45.3484211,-75.8145037,,122,Woodridge Crescent,apartments,"122 Woodridge crescent, Ottawa, ON","122 Woodridge crescent, Ottawa, ON"
6032,way,258419357,45.4113164,-75.6911224,,229,Argyle Avenue,apartments,"229 Argyle avenue, Ottawa, ON","229 Argyle avenue, Ottawa, ON"
5432,way,251834028,45.3820568,-75.738377,,851,Kirkwood Avenue,apartments,"851 Kirkwood avenue, Ottawa, ON","851 Kirkwood avenue, Ottawa, ON"
124349,way,474256300,45.3528071,-75.6692192,,120,Darlington Private,apartments,"120 Darlington private, Ottawa, ON","120 Darlington private, Ottawa, ON"
14464,way,399563149,45.3777402,-75.7371737,,1419,Raven Avenue,apartments,"1419 Raven avenue, Ottawa, ON","1419 Raven avenue, Ottawa, ON"
196684,way,546737518,45.3342746,-75.7955044,,76,Gladecrest Court,apartments,"76 Gladecrest court, Ottawa, ON","76 Gladecrest court, Ottawa, ON"
117632,way,473666667,45.3494236,-75.7705181,,1367,Bloomsbury Crescent,apartments,"1367 Bloomsbury crescent, Ottawa, ON","1367 Bloomsbury crescent, Ottawa, ON"
4598,way,238089059,45.3797739,-75.7403381,,1464,Coldrey Avenue,apartments,"1464 Coldrey avenue, Ottawa, ON","1464 Coldrey avenue, Ottawa, ON"
288822,way,640413886,45.4326257,-75.6914673,,240,Cumberland Street,apartments,"240 Cumberland street, Ottawa, ON","240 Cumberland street, Ottawa, ON"
19805,way,460394285,45.4270699,-75.682222,,259 B,Wilbrod Street,apartments,"259 B Wilbrod street, Ottawa, ON","259 B Wilbrod street, Ottawa, ON"
136037,way,478630390,45.4428203,-75.663228,,154,Lebrun Street,apartments,"154 Lebrun street, Ottawa, ON","154 Lebrun street, Ottawa, ON"
126893,way,474458687,45.4023776,-75.6851623,,4,Rupert Street,apartments,"4 Rupert street, Ottawa, ON","4 Rupert street, Ottawa, ON"
136503,way,478631206,45.4384245,-75.6692832,,300,Meilleur Private,apartments,"300 Meilleur private, Ottawa, ON","300 Meilleur private, Ottawa, ON"
2419,way,160465177,45.3781794,-75.7725821,,2129,Honeywell Avenue,apartments,"2129 Honeywell avenue, Ottawa, ON","2129 Honeywell avenue, Ottawa, ON"
5636,way,255372768,45.4336881,-75.6744508,,641,Rideau Street,apartments,"641 Rideau street, Ottawa, ON","641 Rideau street, Ottawa, ON"
49466,way,471141791,45.4720261,-75.4546341,,1965,Trim Road,apartments,"1965 Trim road, Ottawa, ON","1965 Trim road, Ottawa, ON"
152285,way,481260170,45.4077483,-75.7070896,,101,Ron Kolbus Private,apartments,"101 Ron kolbus private, Ottawa, ON","101 Ron kolbus private, Ottawa, ON"
148838,way,479875931,45.384306,-75.7348388,,835,Archibald Street,apartments,"835 Archibald street, Ottawa, ON","835 Archibald street, Ottawa, ON"
66,way,37584414,45.383865,-75.6734491,,1161,Bélanger Avenue,apartments,"1161 Bélanger avenue, Ottawa, ON","1161 Bélanger avenue, Ottawa, ON"
280505,way,619212535,45.4389883,-75.6806809,,291,Crichton Street,apartments,"291 Crichton street, Ottawa, ON","291 Crichton street, Ottawa, ON"
263880,way,613970455,45.2776588,-75.6778762,,1067,Beryl Private,apartments,"1067 Beryl private, Ottawa, ON","1067 Beryl private, Ottawa, ON"
253428,way,590824987,45.3480624,-75.8123442,,125,Woodridge Crescent,apartments,"125 Woodridge crescent, Ottawa, ON","125 Woodridge crescent, Ottawa, ON"
5879,way,257710375,45.4163956,-75.6860214,,154,Waverley Street,apartments,"154 Waverley street, Ottawa, ON","154 Waverley street, Ottawa, ON"
10565,way,360214166,45.3457664,-75.7880275,,1210,McWatters Road,apartments,"1210 Mcwatters road, Ottawa, ON","1210 Mcwatters road, Ottawa, ON"
167531,way,483105493,45.3814926,-75.6394263,,2383,Palm Street,apartments,"2383 Palm street, Ottawa, ON","2383 Palm street, Ottawa, ON"
37322,way,470442924,45.2647646,-75.7581521,,135,Harthill Way,apartments,"135 Harthill way, Ottawa, ON","135 Harthill way, Ottawa, ON"
5900,way,257836095,45.4140224,-75.6866716,,413,Elgin Street,apartments,"413 Elgin street, Ottawa, ON","413 Elgin street, Ottawa, ON"
174314,way,483702672,45.3770989,-75.6517388,,2805,Cedarwood Drive,apartments,"2805 Cedarwood drive, Ottawa, ON","2805 Cedarwood drive, Ottawa, ON"
4751,way,241726457,45.3472197,-75.8120939,,87,Woodridge Crescent,apartments,"87 Woodridge crescent, Ottawa, ON","87 Woodridge crescent, Ottawa, ON"
137089,way,478830225,45.4403465,-75.6824602,,295,MacKay Street,apartments,"295 Mackay street, Ottawa, ON","295 Mackay street, Ottawa, ON"
6039,way,258419610,45.4119973,-75.6929355,,354,Gladstone Avenue,apartments,"354 Gladstone avenue, Ottawa, ON","354 Gladstone avenue, Ottawa, ON"
5554,way,255234683,45.428639,-75.6794544,,240,Stewart Street,apartments,"240 Stewart street, Ottawa, ON","240 Stewart street, Ottawa, ON"
43,way,31813274,45.4182277,-75.6883477,,60,Cartier Street,apartments,"60 Cartier street, Ottawa, ON","60 Cartier street, Ottawa, ON"
142942,way,479511711,45.3874137,-75.6699398,,2164,Blossom Drive,apartments,"2164 Blossom drive, Ottawa, ON","2164 Blossom drive, Ottawa, ON"
4200,way,233903846,45.3584704,-75.7966643,,2814,Carling Avenue,apartments,"2814 Carling avenue, Ottawa, ON","2814 Carling avenue, Ottawa, ON"
236230,way,579318770,45.3663863,-75.7784186,,2374,Carling Avenue,apartments,"2374 Carling avenue, Ottawa, ON","2374 Carling avenue, Ottawa, ON"
18753,way,458187837,45.4313936,-75.6870246,,266,Clarence Street,apartments,"266 Clarence street, Ottawa, ON","266 Clarence street, Ottawa, ON"
8591,way,314343296,45.3807214,-75.7278884,,1216,Shillington Avenue,apartments,"1216 Shillington avenue, Ottawa, ON","1216 Shillington avenue, Ottawa, ON"
838,way,68609275,45.445778,-75.6228261,,665,Bathgate Drive,apartments,"665 Bathgate drive, Ottawa, ON","665 Bathgate drive, Ottawa, ON"
570,way,68587896,45.3569552,-75.800039,,2900,Carling Avenue,apartments,"2900 Carling avenue, Ottawa, ON","2900 Carling avenue, Ottawa, ON"
2165,way,152845553,45.4314075,-75.6674259,,344,Dundas Street,apartments,"344 Dundas street, Ottawa, ON","344 Dundas street, Ottawa, ON"
256787,way,599908024,45.2893676,-75.7279269,,194,Springbeauty Avenue,apartments,"194 Springbeauty avenue, Ottawa, ON","194 Springbeauty avenue, Ottawa, ON"
232161,way,575754230,45.4095213,-75.7044306,,383,Bronson Avenue,apartments,"383 Bronson avenue, Ottawa, ON","383 Bronson avenue, Ottawa, ON"
150535,way,480204386,45.4362595,-75.6572435,,312,Lacasse Avenue,apartments,"312 Lacasse avenue, Ottawa, ON","312 Lacasse avenue, Ottawa, ON"
9851,way,329768325,45.4803245,-75.5272404,,215,Titanium Private,apartments,"215 Titanium private, Ottawa, ON","215 Titanium private, Ottawa, ON"
667,way,68588678,45.407472,-75.727651,,89,Stonehurst Avenue,apartments,"89 Stonehurst avenue, Ottawa, ON","89 Stonehurst avenue, Ottawa, ON"
6971,way,266658574,45.2915584,-75.8803565,,145,Castlefrank Road,apartments,"145 Castlefrank road, Ottawa, ON","145 Castlefrank road, Ottawa, ON"
143469,way,479521519,45.425329,-75.6767065,,350,Chapel Street,apartments,"350 Chapel street, Ottawa, ON","350 Chapel street, Ottawa, ON"
2028,way,131639561,45.4172584,-75.6933586,,300,Cooper Street,apartments,"300 Cooper street, Ottawa, ON","300 Cooper street, Ottawa, ON"
7911,way,307096410,45.3743784,-75.7317985,,1377,Kingston Avenue,apartments,"1377 Kingston avenue, Ottawa, ON","1377 Kingston avenue, Ottawa, ON"
165878,way,483056325,45.3897098,-75.6829593,,114,Cameron Avenue,apartments,"114 Cameron avenue, Ottawa, ON","114 Cameron avenue, Ottawa, ON"
145722,way,479756572,45.4340799,-75.6512078,,414,Blake Boulevard,apartments,"414 Blake boulevard, Ottawa, ON","414 Blake boulevard, Ottawa, ON"
2422,way,160465189,45.3806552,-75.7707465,,950,Byron Avenue,apartments,"950 Byron avenue, Ottawa, ON","950 Byron avenue, Ottawa, ON"
5542,way,255225551,45.4249526,-75.6779568,,192,Osgoode Street,apartments,"192 Osgoode street, Ottawa, ON","192 Osgoode street, Ottawa, ON"
6802,way,264390920,45.4174157,-75.7056189,,414,Albert Street,apartments,"414 Albert street, Ottawa, ON","414 Albert street, Ottawa, ON"
9600,way,321903747,45.4316493,-75.6525786,,350,McArthur Avenue,apartments,"350 Mcarthur avenue, Ottawa, ON","350 Mcarthur avenue, Ottawa, ON"
10702,way,364799988,45.409384,-75.642503,,1495,Weyburn Street,apartments,"1495 Weyburn street, Ottawa, ON","1495 Weyburn street, Ottawa, ON"
150423,way,480073701,45.3491513,-75.6696287,,131,Twyford Street,apartments,"131 Twyford street, Ottawa, ON","131 Twyford street, Ottawa, ON"
280643,way,619344278,45.430189,-75.6939924,,204,St. Patrick Street,apartments,"204 St. patrick street, Ottawa, ON","204 St. patrick street, Ottawa, ON"
356,way,68586284,45.4448689,-75.6458961,,260,Brittany Drive,apartments,"260 Brittany drive, Ottawa, ON","260 Brittany drive, Ottawa, ON"
4621,way,238121076,45.4035501,-75.7316825,,1,Hamilton Avenue North,apartments,"1 Hamilton avenue north, Ottawa, ON","1 Hamilton avenue north, Ottawa, ON"
15247,way,440496847,45.3827544,-75.752715,,649,Cole Avenue South,apartments,"649 Cole avenue south, Ottawa, ON","649 Cole avenue south, Ottawa, ON"
888,way,68609616,45.399458,-75.7513744,,200,Clearview Avenue,apartments,"200 Clearview avenue, Ottawa, ON","200 Clearview avenue, Ottawa, ON"
693,way,68607861,45.3350632,-75.7664212,,249,Craig Henry Drive,apartments,"249 Craig henry drive, Ottawa, ON","249 Craig henry drive, Ottawa, ON"
4051,way,233576930,45.3161697,-75.9006561,,3501,Campeau Drive,apartments,"3501 Campeau drive, Ottawa, ON","3501 Campeau drive, Ottawa, ON"
150529,way,480204378,45.431409,-75.6533043,,382,Irwin Miller Street,apartments,"382 Irwin miller street, Ottawa, ON","382 Irwin miller street, Ottawa, ON"
5433,way,251834029,45.3822681,-75.7385065,,845,Kirkwood Avenue,apartments,"845 Kirkwood avenue, Ottawa, ON","845 Kirkwood avenue, Ottawa, ON"
5305,way,250270690,45.4131617,-75.7115559,,706,Albert Street,apartments,"706 Albert street, Ottawa, ON","706 Albert street, Ottawa, ON"
6968,way,266483015,45.4059491,-75.7285588,,175,Carruthers Avenue,apartments,"175 Carruthers avenue, Ottawa, ON","175 Carruthers avenue, Ottawa, ON"
247213,way,584077945,45.4357677,-75.6864682,,360,Bruyère Street,apartments,"360 Bruyère street, Ottawa, ON","360 Bruyère street, Ottawa, ON"
174380,way,483702761,45.377123,-75.6492141,,2886,Sandalwood Drive,apartments,"2886 Sandalwood drive, Ottawa, ON","2886 Sandalwood drive, Ottawa, ON"
6838,way,264497539,45.4199651,-75.6879988,,111,Cooper Street,apartments,"111 Cooper street, Ottawa, ON","111 Cooper street, Ottawa, ON"
11640,way,380490942,45.4013115,-75.7325428,,75,Holland Avenue,apartments,"75 Holland avenue, Ottawa, ON","75 Holland avenue, Ottawa, ON"
42233,way,470835639,45.271763,-75.7066529,,22,Barnstone Drive,apartments,"22 Barnstone drive, Ottawa, ON","22 Barnstone drive, Ottawa, ON"
4149,way,233901543,45.3327768,-75.8036006,,2,Valley Stream Drive,apartments,"2 Valley stream drive, Ottawa, ON","2 Valley stream drive, Ottawa, ON"
13,way,10316451,45.3592757,-75.7211302,,77,Inverness Avenue,apartments,"77 Inverness avenue, Ottawa, ON","77 Inverness avenue, Ottawa, ON"
227658,way,571867927,45.4303081,-75.6519736,,396,Millcraft Crescent,apartments,"396 Millcraft crescent, Ottawa, ON","396 Millcraft crescent, Ottawa, ON"
431,way,68586761,45.3997033,-75.666484,,1833,Frobisher Lane,apartments,"1833 Frobisher lane, Ottawa, ON","1833 Frobisher lane, Ottawa, ON"
778,way,68608801,45.3691709,-75.7454673,,1000,Castle Hill Crescent,apartments,"1000 Castle hill crescent, Ottawa, ON","1000 Castle hill crescent, Ottawa, ON"
171332,way,483310571,45.4453395,-75.6074681,,49,Sumac Street,apartments,"49 Sumac street, Ottawa, ON","49 Sumac street, Ottawa, ON"
2399,way,157572884,45.3799403,-75.7711983,,968,Byron Avenue,apartments,"968 Byron avenue, Ottawa, ON","968 Byron avenue, Ottawa, ON"
5343,way,250929592,45.4427784,-75.6621971,,269,Pères-Blancs Avenue,apartments,"269 Pères-blancs avenue, Ottawa, ON","269 Pères-blancs avenue, Ottawa, ON"
7638,way,300546892,45.4387395,-75.6524992,,402,Montréal Road,apartments,"402 Montréal road, Ottawa, ON","402 Montréal road, Ottawa, ON"
227735,way,572212440,45.3547148,-75.7545104,,1814,Baseline Road,apartments,"1814 Baseline road, Ottawa, ON","1814 Baseline road, Ottawa, ON"
523,way,68587677,45.3537501,-75.7548881,,20,Deerfield Drive,apartments,"20 Deerfield drive, Ottawa, ON","20 Deerfield drive, Ottawa, ON"
247360,way,584203022,45.4448367,-75.6039207,,898,Elmsmere Road,apartments,"898 Elmsmere road, Ottawa, ON","898 Elmsmere road, Ottawa, ON"
287232,way,631413276,45.3943846,-75.7158029,,265,Botanica Private,apartments,"265 Botanica private, Ottawa, ON","265 Botanica private, Ottawa, ON"
9203,way,319204051,45.4034876,-75.6394043,,751,Peter Morand Crescent,apartments,"751 Peter morand crescent, Ottawa, ON","751 Peter morand crescent, Ottawa, ON"
244574,way,583394675,45.4418387,-75.629339,,708,Carson's Road,apartments,"708 Carson's road, Ottawa, ON","708 Carson's road, Ottawa, ON"
1495,way,68850713,45.3763212,-75.7342441,,1390,Lepage Avenue,apartments,"1390 Lepage avenue, Ottawa, ON","1390 Lepage avenue, Ottawa, ON"
174046,way,483702366,45.3769901,-75.6485386,,1559,Walkley Road,apartments,"1559 Walkley road, Ottawa, ON","1559 Walkley road, Ottawa, ON"
219717,way,564775313,45.2726551,-75.7078058,,50,Barnstone Drive,apartments,"50 Barnstone drive, Ottawa, ON","50 Barnstone drive, Ottawa, ON"
583,way,68587963,45.3552855,-75.7766499,,2179,Elmira Drive,apartments,"2179 Elmira drive, Ottawa, ON","2179 Elmira drive, Ottawa, ON"
192123,way,543217642,45.4131339,-75.6856999,,51,Argyle Avenue,apartments,"51 Argyle avenue, Ottawa, ON","51 Argyle avenue, Ottawa, ON"
6884,way,264548622,45.4049816,-75.6827294,,350,Queen Elizabeth Driveway,apartments,"350 Queen elizabeth driveway, Ottawa, ON","350 Queen elizabeth driveway, Ottawa, ON"
15892,way,442106309,45.3784212,-75.7336633,,1042,Merivale Road,apartments,"1042 Merivale road, Ottawa, ON","1042 Merivale road, Ottawa, ON"
18880,way,458608774,45.4390067,-75.6807706,,289,Crichton Street,apartments,"289 Crichton street, Ottawa, ON","289 Crichton street, Ottawa, ON"
206584,way,549603608,45.4034263,-75.703601,,176,Plymouth Street,apartments,"176 Plymouth street, Ottawa, ON","176 Plymouth street, Ottawa, ON"
2402,way,157586502,45.3782764,-75.7723176,,2123,Honeywell Avenue,apartments,"2123 Honeywell avenue, Ottawa, ON","2123 Honeywell avenue, Ottawa, ON"
151382,way,481043003,45.4004163,-75.707043,,512,Rochester Street,apartments,"512 Rochester street, Ottawa, ON","512 Rochester street, Ottawa, ON"
19824,way,460400419,45.3996998,-75.7132524,,137,Beech Street,apartments,"137 Beech street, Ottawa, ON","137 Beech street, Ottawa, ON"
3069,way,199552744,45.4333284,-75.6638921,,316,Savard Avenue,apartments,"316 Savard avenue, Ottawa, ON","316 Savard avenue, Ottawa, ON"
294540,way,691505347,45.4001248,-75.7069759,,518,Rochester Street,apartments,"518 Rochester street, Ottawa, ON","518 Rochester street, Ottawa, ON"
6797,way,264390491,45.4175694,-75.7087117,,416,Sparks Street,apartments,"416 Sparks street, Ottawa, ON","416 Sparks street, Ottawa, ON"
19855,way,460430133,45.4461934,-75.6488553,,261,Brittany Drive,apartments,"261 Brittany drive, Ottawa, ON","261 Brittany drive, Ottawa, ON"
5897,way,257835794,45.414622,-75.6872153,,405,Elgin Street,apartments,"405 Elgin street, Ottawa, ON","405 Elgin street, Ottawa, ON"
167488,way,483105448,45.3775785,-75.6406838,,2969,Fairlea Crescent,apartments,"2969 Fairlea crescent, Ottawa, ON","2969 Fairlea crescent, Ottawa, ON"
133347,way,475085668,45.3810115,-75.75226,,700,Cole Avenue South,apartments,"700 Cole avenue south, Ottawa, ON","700 Cole avenue south, Ottawa, ON"
14239,way,395657100,45.4895811,-75.5041327,,110,Rossignol Drive,apartments,"110 Rossignol drive, Ottawa, ON","110 Rossignol drive, Ottawa, ON"
192122,way,543217641,45.4131098,-75.685758,,53,Argyle Avenue,apartments,"53 Argyle avenue, Ottawa, ON","53 Argyle avenue, Ottawa, ON"
9615,way,321904294,45.4304424,-75.6685981,,369,North River Road,apartments,"369 North river road, Ottawa, ON","369 North river road, Ottawa, ON"
134549,way,475306011,45.374448,-75.773479,,224,Woodroffe Avenue,apartments,"224 Woodroffe avenue, Ottawa, ON","224 Woodroffe avenue, Ottawa, ON"
149961,way,480069383,45.380322,-75.750116,,401,Tillbury Avenue,apartments,"401 Tillbury avenue, Ottawa, ON","401 Tillbury avenue, Ottawa, ON"
7719,way,303067054,45.3633666,-75.7437085,,1215,Terrebonne Drive,apartments,"1215 Terrebonne drive, Ottawa, ON","1215 Terrebonne drive, Ottawa, ON"
11134,way,376716260,45.3527747,-75.9223456,,20,Shirley's Brook Drive,apartments,"20 Shirley's brook drive, Ottawa, ON","20 Shirley's brook drive, Ottawa, ON"
136430,way,478631130,45.4401813,-75.6630966,,249,Joffre-Bélanger Way,apartments,"249 Joffre-bélanger way, Ottawa, ON","249 Joffre-bélanger way, Ottawa, ON"
4485,way,237159474,45.3807124,-75.749492,,381,Tillbury Avenue,apartments,"381 Tillbury avenue, Ottawa, ON","381 Tillbury avenue, Ottawa, ON"
223044,way,568011056,45.3625511,-75.7284049,,26,Northview Road,apartments,"26 Northview road, Ottawa, ON","26 Northview road, Ottawa, ON"
1155,way,68658334,45.3133637,-75.83201,,850,Seyton Drive,apartments,"850 Seyton drive, Ottawa, ON","850 Seyton drive, Ottawa, ON"
10000,way,340934497,45.4407356,-75.674788,,75,Beechwood Avenue,apartments,"75 Beechwood avenue, Ottawa, ON","75 Beechwood avenue, Ottawa, ON"
285042,way,626412538,45.49172,-75.4960073,,10,Prestige Circle,apartments,"10 Prestige circle, Ottawa, ON","10 Prestige circle, Ottawa, ON"
