,osm_obj_type,id,latitude,longitude,unit,street_no,street_name,osm_tag,full_address,request_address
194006,way,546486965,45.3621806,-75.926788,,240,Celtic Ridge Crescent,terrace,"240 Celtic ridge crescent, Ottawa, ON","240 Celtic ridge crescent, Ottawa, ON"
262743,way,613166968,45.2757327,-75.7242003,,20,Watts Street,terrace,"20 Watts street, Ottawa, ON","20 Watts street, Ottawa, ON"
255868,way,597831714,45.4473972,-75.5293723,,6326,Sablewood Place,terrace,"6326 Sablewood place, Ottawa, ON","6326 Sablewood place, Ottawa, ON"
218062,way,563697274,45.2785874,-75.8831879,,543,Rouncey Road,terrace,"543 Rouncey road, Ottawa, ON","543 Rouncey road, Ottawa, ON"
269032,way,614604943,45.2584898,-75.7314496,,200,Espin Heights,terrace,"200 Espin heights, Ottawa, ON","200 Espin heights, Ottawa, ON"
228720,way,572764250,45.2483798,-75.7405217,,288,Brambling Way,terrace,"288 Brambling way, Ottawa, ON","288 Brambling way, Ottawa, ON"
274493,way,617522022,45.4705158,-75.4767252,,2126,Sacramento Drive,terrace,"2126 Sacramento drive, Ottawa, ON","2126 Sacramento drive, Ottawa, ON"
46667,way,471118721,45.2572638,-75.9376432,,28,Sable Run Drive,terrace,"28 Sable run drive, Ottawa, ON","28 Sable run drive, Ottawa, ON"
251316,way,587311165,45.4222452,-75.5981259,,1546 B,Beaverpond Drive,terrace,"1546 B Beaverpond drive, Ottawa, ON","1546 B Beaverpond drive, Ottawa, ON"
29682,way,470086966,45.2461829,-75.7283371,,314,Hemford Private,terrace,"314 Hemford private, Ottawa, ON","314 Hemford private, Ottawa, ON"
226438,way,570088991,45.4489306,-75.5315058,,2020,Summerfields Crescent,terrace,"2020 Summerfields crescent, Ottawa, ON","2020 Summerfields crescent, Ottawa, ON"
244388,way,583382495,45.3013313,-75.8845868,,45,McDermot Court,terrace,"45 Mcdermot court, Ottawa, ON","45 Mcdermot court, Ottawa, ON"
241015,way,581766015,45.4622933,-75.5320839,,1614,Henri Lauzon Street,terrace,"1614 Henri lauzon street, Ottawa, ON","1614 Henri lauzon street, Ottawa, ON"
251221,way,587304444,45.426163,-75.6002119,,1419,Ballard Court,terrace,"1419 Ballard court, Ottawa, ON","1419 Ballard court, Ottawa, ON"
270192,way,615061775,45.2722672,-75.693221,,813,Schooner Crescent,terrace,"813 Schooner crescent, Ottawa, ON","813 Schooner crescent, Ottawa, ON"
139635,way,478964217,45.2896504,-75.7322197,,72,Woodpark Way,terrace,"72 Woodpark way, Ottawa, ON","72 Woodpark way, Ottawa, ON"
191063,way,533868710,45.280978,-75.7543812,,191,Thistledown Court,terrace,"191 Thistledown court, Ottawa, ON","191 Thistledown court, Ottawa, ON"
248318,way,584808128,45.4060861,-75.6792083,,173,McGillivray Street,terrace,"173 Mcgillivray street, Ottawa, ON","173 Mcgillivray street, Ottawa, ON"
221924,way,567216568,45.279629,-75.7484271,,233,Via San Marino Street,terrace,"233 Via san marino street, Ottawa, ON","233 Via san marino street, Ottawa, ON"
216178,way,561124044,45.2880992,-75.7339646,,17,Madden Court,terrace,"17 Madden court, Ottawa, ON","17 Madden court, Ottawa, ON"
16237,way,445532280,45.2435604,-75.721173,,119,Cedardown Private,terrace,"119 Cedardown private, Ottawa, ON","119 Cedardown private, Ottawa, ON"
64835,way,471801849,45.2747487,-75.9232972,,28,Oyster Bay Court,terrace,"28 Oyster bay court, Ottawa, ON","28 Oyster bay court, Ottawa, ON"
286426,way,630078365,45.4233795,-75.6536378,,65,Lilas Private,terrace,"65 Lilas private, Ottawa, ON","65 Lilas private, Ottawa, ON"
277854,way,617920427,45.4595585,-75.4779749,,578,Chardonnay Drive,terrace,"578 Chardonnay drive, Ottawa, ON","578 Chardonnay drive, Ottawa, ON"
131812,way,474881397,45.3607368,-75.744575,,1317,Henry Farm Drive,terrace,"1317 Henry farm drive, Ottawa, ON","1317 Henry farm drive, Ottawa, ON"
291905,way,686725445,45.2645472,-75.7544373,,541,Lilith Street,terrace,"541 Lilith street, Ottawa, ON","541 Lilith street, Ottawa, ON"
117940,way,473978877,45.2402816,-75.7257374,,160,Laramie Crescent,terrace,"160 Laramie crescent, Ottawa, ON","160 Laramie crescent, Ottawa, ON"
267747,way,614586359,45.2655628,-75.7623779,,5,Rueter Street,terrace,"5 Rueter street, Ottawa, ON","5 Rueter street, Ottawa, ON"
18201,way,447780131,45.4308684,-75.5092198,,925,Eastboro Avenue,terrace,"925 Eastboro avenue, Ottawa, ON","925 Eastboro avenue, Ottawa, ON"
217840,way,563157696,45.2853439,-75.9286426,,113,Maestro Avenue,terrace,"113 Maestro avenue, Ottawa, ON","113 Maestro avenue, Ottawa, ON"
267585,way,614527840,45.272966,-75.9256102,,3,River Oaks Court,terrace,"3 River oaks court, Ottawa, ON","3 River oaks court, Ottawa, ON"
203062,way,547568126,45.2863754,-75.7282084,,66,Claridge Drive,terrace,"66 Claridge drive, Ottawa, ON","66 Claridge drive, Ottawa, ON"
292662,way,686956064,45.270084,-75.6762928,,535,Rowers Way,terrace,"535 Rowers way, Ottawa, ON","535 Rowers way, Ottawa, ON"
276860,way,617731696,45.437023,-75.5119857,,203,Dragonfly Walk,terrace,"203 Dragonfly walk, Ottawa, ON","203 Dragonfly walk, Ottawa, ON"
56690,way,471314876,45.2811882,-75.707225,,43,Waterbridge Drive,terrace,"43 Waterbridge drive, Ottawa, ON","43 Waterbridge drive, Ottawa, ON"
201897,way,547368483,45.2855467,-75.9266224,,205,Cayman Road,terrace,"205 Cayman road, Ottawa, ON","205 Cayman road, Ottawa, ON"
193700,way,546482929,45.3591245,-75.9266924,,999,Klondike Road,terrace,"999 Klondike road, Ottawa, ON","999 Klondike road, Ottawa, ON"
67382,way,471838631,45.3626943,-75.9307773,,607,Braecreek Avenue,terrace,"607 Braecreek avenue, Ottawa, ON","607 Braecreek avenue, Ottawa, ON"
216847,way,562519062,45.3295417,-75.9010449,,19,Beaverbrook Lane,terrace,"19 Beaverbrook lane, Ottawa, ON","19 Beaverbrook lane, Ottawa, ON"
277360,way,617867061,45.4482202,-75.4779778,,117,Montmorency Way,terrace,"117 Montmorency way, Ottawa, ON","117 Montmorency way, Ottawa, ON"
276259,way,617725477,45.473286,-75.4598429,,1125,Brasseur Crescent,terrace,"1125 Brasseur crescent, Ottawa, ON","1125 Brasseur crescent, Ottawa, ON"
274720,way,617530510,45.4841904,-75.4864847,,1408,Beaucourt Place,terrace,"1408 Beaucourt place, Ottawa, ON","1408 Beaucourt place, Ottawa, ON"
270603,way,615062346,45.2702451,-75.7089932,,58,Charleston Street,terrace,"58 Charleston street, Ottawa, ON","58 Charleston street, Ottawa, ON"
201293,way,547367610,45.2915934,-75.8946964,,86,Kincardine Drive,terrace,"86 Kincardine drive, Ottawa, ON","86 Kincardine drive, Ottawa, ON"
97899,way,472421497,45.2774051,-75.6862968,,4319,Wildmint Square,terrace,"4319 Wildmint square, Ottawa, ON","4319 Wildmint square, Ottawa, ON"
269418,way,614605349,45.2498439,-75.7281166,,213,Cairnsmore Circle,terrace,"213 Cairnsmore circle, Ottawa, ON","213 Cairnsmore circle, Ottawa, ON"
283528,way,622923624,45.3321617,-75.7502094,,282 D,Dalehurst Drive,terrace,"282 D Dalehurst drive, Ottawa, ON","282 D Dalehurst drive, Ottawa, ON"
278522,way,618063965,45.4526938,-75.462676,,122,Eclipse Crescent,terrace,"122 Eclipse crescent, Ottawa, ON","122 Eclipse crescent, Ottawa, ON"
17422,way,447201732,45.4291874,-75.5658685,,149,Glen Park Drive,terrace,"149 Glen park drive, Ottawa, ON","149 Glen park drive, Ottawa, ON"
260528,way,608994075,45.3220568,-75.8271509,,44,Alison Korn Private,terrace,"44 Alison korn private, Ottawa, ON","44 Alison korn private, Ottawa, ON"
260232,way,607873546,45.3175002,-75.8298559,,467 C,Moodie Drive,terrace,"467 C Moodie drive, Ottawa, ON","467 C Moodie drive, Ottawa, ON"
260209,way,607873504,45.3178654,-75.828797,,3919 A,Old Richmond Road,terrace,"3919 A Old richmond road, Ottawa, ON","3919 A Old richmond road, Ottawa, ON"
10743,way,364823709,45.4072005,-75.6445462,,8,Sonata Place,terrace,"8 Sonata place, Ottawa, ON","8 Sonata place, Ottawa, ON"
248186,way,584798945,45.413533,-75.6754591,,114,Lees Avenue,terrace,"114 Lees avenue, Ottawa, ON","114 Lees avenue, Ottawa, ON"
178144,way,484079259,45.4282531,-75.6315757,,1089,Cummings Avenue,terrace,"1089 Cummings avenue, Ottawa, ON","1089 Cummings avenue, Ottawa, ON"
88147,way,472299870,45.3152003,-75.9198062,,46,Highmont Court,terrace,"46 Highmont court, Ottawa, ON","46 Highmont court, Ottawa, ON"
80,way,37661790,45.4499127,-75.6542745,,879,Hemlock Road,terrace,"879 Hemlock road, Ottawa, ON","879 Hemlock road, Ottawa, ON"
270415,way,615062071,45.2680521,-75.6971937,,114,Mattingly Way,terrace,"114 Mattingly way, Ottawa, ON","114 Mattingly way, Ottawa, ON"
190182,way,520588749,45.2871576,-75.6666408,,218,Cooks Mill Crescent,terrace,"218 Cooks mill crescent, Ottawa, ON","218 Cooks mill crescent, Ottawa, ON"
201724,way,547368241,45.2879436,-75.9235536,,287,Par-La-Ville Circle,terrace,"287 Par-la-ville circle, Ottawa, ON","287 Par-la-ville circle, Ottawa, ON"
275018,way,617530854,45.4786331,-75.4963038,,1475,Thurlow Street,terrace,"1475 Thurlow street, Ottawa, ON","1475 Thurlow street, Ottawa, ON"
195642,way,546685050,45.3180717,-75.8324467,,41,Tybalt Crescent,terrace,"41 Tybalt crescent, Ottawa, ON","41 Tybalt crescent, Ottawa, ON"
76944,way,472221053,45.2906137,-75.8437733,,89,Springcreek Crescent,terrace,"89 Springcreek crescent, Ottawa, ON","89 Springcreek crescent, Ottawa, ON"
186298,way,484712183,45.4832471,-75.5112372,,304,Elderberry Terrace,terrace,"304 Elderberry terrace, Ottawa, ON","304 Elderberry terrace, Ottawa, ON"
202908,way,547562474,45.2948124,-75.7387714,,90,Montana Way,terrace,"90 Montana way, Ottawa, ON","90 Montana way, Ottawa, ON"
190943,way,533868385,45.2816738,-75.7537729,,131,Thistledown Court,terrace,"131 Thistledown court, Ottawa, ON","131 Thistledown court, Ottawa, ON"
113643,way,473202531,45.4176444,-75.6019175,,4325,Meadowvale Lane,terrace,"4325 Meadowvale lane, Ottawa, ON","4325 Meadowvale lane, Ottawa, ON"
267030,way,614363711,45.2896762,-75.8883588,,208,McElroy Drive,terrace,"208 Mcelroy drive, Ottawa, ON","208 Mcelroy drive, Ottawa, ON"
56324,way,471314440,45.2850568,-75.7145519,,1,Redpath Drive,terrace,"1 Redpath drive, Ottawa, ON","1 Redpath drive, Ottawa, ON"
255339,way,597576048,45.4500028,-75.5216807,,6339,Mary Jane Crescent,terrace,"6339 Mary jane crescent, Ottawa, ON","6339 Mary jane crescent, Ottawa, ON"
263019,way,613167321,45.2831308,-75.7180309,,164,Markland Crescent,terrace,"164 Markland crescent, Ottawa, ON","164 Markland crescent, Ottawa, ON"
253740,way,591081345,45.3437691,-75.7771695,,8 A,Offenbach Lane,terrace,"8 A Offenbach lane, Ottawa, ON","8 A Offenbach lane, Ottawa, ON"
267310,way,614364033,45.2846387,-75.8825688,,20,Castle Glen Crescent,terrace,"20 Castle glen crescent, Ottawa, ON","20 Castle glen crescent, Ottawa, ON"
271771,way,615565466,45.4428105,-75.5316771,,6069,Pineglade Crescent,terrace,"6069 Pineglade crescent, Ottawa, ON","6069 Pineglade crescent, Ottawa, ON"
53221,way,471306509,45.2894945,-75.7361114,,68,Whitegate Crescent,terrace,"68 Whitegate crescent, Ottawa, ON","68 Whitegate crescent, Ottawa, ON"
199984,way,547175199,45.3242702,-75.921648,,27,Harrington Court,terrace,"27 Harrington court, Ottawa, ON","27 Harrington court, Ottawa, ON"
41567,way,470704896,45.4520476,-75.4813083,,602,Louis Toscano Drive,terrace,"602 Louis toscano drive, Ottawa, ON","602 Louis toscano drive, Ottawa, ON"
273774,way,617209109,45.460264,-75.5043158,,168,Midsummer Terrace,terrace,"168 Midsummer terrace, Ottawa, ON","168 Midsummer terrace, Ottawa, ON"
40633,way,470673325,45.4492355,-75.4651813,,842,Ashenvale Way,terrace,"842 Ashenvale way, Ottawa, ON","842 Ashenvale way, Ottawa, ON"
239594,way,581436171,45.334949,-75.7626508,,309 F,Craig Henry Drive,terrace,"309 F Craig henry drive, Ottawa, ON","309 F Craig henry drive, Ottawa, ON"
246206,way,583830647,45.4251003,-75.6467093,,379,Prince Albert Street,terrace,"379 Prince albert street, Ottawa, ON","379 Prince albert street, Ottawa, ON"
240040,way,581743161,45.4898754,-75.4995764,,518,Wincanton Drive,terrace,"518 Wincanton drive, Ottawa, ON","518 Wincanton drive, Ottawa, ON"
150332,way,480073594,45.3484528,-75.6702446,,142 F,Twyford Street,terrace,"142 F Twyford street, Ottawa, ON","142 F Twyford street, Ottawa, ON"
148735,way,479826137,45.3735239,-75.7092031,,1327,Morley Boulevard,terrace,"1327 Morley boulevard, Ottawa, ON","1327 Morley boulevard, Ottawa, ON"
276257,way,617725475,45.4733136,-75.4596848,,1121,Brasseur Crescent,terrace,"1121 Brasseur crescent, Ottawa, ON","1121 Brasseur crescent, Ottawa, ON"
84141,way,472251909,45.3283956,-75.7948544,,41,Grady Crescent,terrace,"41 Grady crescent, Ottawa, ON","41 Grady crescent, Ottawa, ON"
80827,way,472233500,45.3352885,-75.765599,,275 E,Craig Henry Drive,terrace,"275 E Craig henry drive, Ottawa, ON","275 E Craig henry drive, Ottawa, ON"
204349,way,547801406,45.3655722,-75.705223,,959,Greenbriar Avenue,terrace,"959 Greenbriar avenue, Ottawa, ON","959 Greenbriar avenue, Ottawa, ON"
274038,way,617314713,45.4504102,-75.6524579,,316,St-Laurent Boulevard,terrace,"316 St-laurent boulevard, Ottawa, ON","316 St-laurent boulevard, Ottawa, ON"
259521,way,606800639,45.4669934,-75.540091,,6191,Brookside Lane,terrace,"6191 Brookside lane, Ottawa, ON","6191 Brookside lane, Ottawa, ON"
281255,way,620210219,45.4079771,-75.7117199,,43,Anderson Street,terrace,"43 Anderson street, Ottawa, ON","43 Anderson street, Ottawa, ON"
166641,way,483073955,45.4345174,-75.5552974,,1948,Garden Park Lane,terrace,"1948 Garden park lane, Ottawa, ON","1948 Garden park lane, Ottawa, ON"
276832,way,617726057,45.460605,-75.4587512,,1006,Grapefern Terrace,terrace,"1006 Grapefern terrace, Ottawa, ON","1006 Grapefern terrace, Ottawa, ON"
129269,way,474676350,45.2545961,-75.9185886,,11,Norway Spruce Street,terrace,"11 Norway spruce street, Ottawa, ON","11 Norway spruce street, Ottawa, ON"
145277,way,479743855,45.3912353,-75.6786855,3,551,Riverdale Avenue,terrace,"3-551 Riverdale avenue, Ottawa, ON","551 Riverdale avenue, Ottawa, ON"
277583,way,617867299,45.4522555,-75.4805996,,620,Louis Toscano Drive,terrace,"620 Louis toscano drive, Ottawa, ON","620 Louis toscano drive, Ottawa, ON"
35419,way,470424471,45.2689367,-75.7777499,,237,Lamplighters Drive,terrace,"237 Lamplighters drive, Ottawa, ON","237 Lamplighters drive, Ottawa, ON"
251678,way,587605805,45.4480235,-75.5975122,,2048,Naskapi Drive,terrace,"2048 Naskapi drive, Ottawa, ON","2048 Naskapi drive, Ottawa, ON"
224702,way,568795325,45.3326169,-75.900198,,27,Selye Crescent,terrace,"27 Selye crescent, Ottawa, ON","27 Selye crescent, Ottawa, ON"
89631,way,472329496,45.2788858,-75.8650312,,1570,Carronbridge Circle,terrace,"1570 Carronbridge circle, Ottawa, ON","1570 Carronbridge circle, Ottawa, ON"
194368,way,546494707,45.3438998,-75.9337812,,36,Piper Crescent,terrace,"36 Piper crescent, Ottawa, ON","36 Piper crescent, Ottawa, ON"
183420,way,484530371,45.4580394,-75.5131114,,66,Callaway Court,terrace,"66 Callaway court, Ottawa, ON","66 Callaway court, Ottawa, ON"
228491,way,572764020,45.2442474,-75.7398966,,783,Mayfly Crescent,terrace,"783 Mayfly crescent, Ottawa, ON","783 Mayfly crescent, Ottawa, ON"
201787,way,547368373,45.2881498,-75.9250334,,102,Par-La-Ville Circle,terrace,"102 Par-la-ville circle, Ottawa, ON","102 Par-la-ville circle, Ottawa, ON"
195668,way,546685076,45.3191132,-75.8327286,,83,Tarquin Crescent,terrace,"83 Tarquin crescent, Ottawa, ON","83 Tarquin crescent, Ottawa, ON"
281566,way,620523545,45.3151085,-75.5984426,,4275,Kelly Farm Drive,terrace,"4275 Kelly farm drive, Ottawa, ON","4275 Kelly farm drive, Ottawa, ON"
242365,way,582422899,45.3710647,-75.6538295,,165,Lilibet Crescent,terrace,"165 Lilibet crescent, Ottawa, ON","165 Lilibet crescent, Ottawa, ON"
274675,way,617522258,45.4673176,-75.4874528,,571,Latour Crescent,terrace,"571 Latour crescent, Ottawa, ON","571 Latour crescent, Ottawa, ON"
250489,way,586118139,45.3411072,-75.7628,,1 D,Castlebrook Lane,terrace,"1 D Castlebrook lane, Ottawa, ON","1 D Castlebrook lane, Ottawa, ON"
279144,way,618134655,45.4923867,-75.492217,,143,Parkrose Private,terrace,"143 Parkrose private, Ottawa, ON","143 Parkrose private, Ottawa, ON"
